,organization_id,name,users.TOTAL,territories,percent
1997,2422,Association des Femmes Maliennes de Montreuil (AFMM),0.0,93,0.0
1998,2423,Association des Femmes Relais et Médiateurs Interculturels d'Aulnay-Sous-Bois,0.0,93,0.0
2001,2427,ASTI 93,0.0,93,0.0
2002,2428,Mouvement de réinsertion social (MRS),0.0,93,0.0
2003,2429,CSAPA Rabelais,0.0,93,0.0
2004,2430,Service social de polyvalence municipal  - Saint Ouen,0.0,93,0.0
2007,2433,Mémorial de la Shoah de Drancy,0.0,93,0.0
1955,2377,Maison de quartier Edmond Michelet,0.0,93,0.0
2008,2434,Musée de l'Histoire de Rosny,0.0,93,0.0
2009,2435,Musée de l’Air et de l’Espace du Bourget,0.0,93,0.0
2010,2436,Basilique de Saint-Denis,0.0,93,0.0
2011,2437,Musée d'Art et d'Histoire de Saint-Denis,0.0,93,0.0
2012,2438,Musée de l'Histoire Vivante,0.0,93,0.0
2013,2439,Consultation de Psychiatrie Transculturelle,0.0,93,0.0
2014,2440,Secours Islamique,0.0,93,0.0
2015,2441,CCAS de Bondy,0.0,93,0.0
2016,2442,CCAS de Clichy-sous-Bois,0.0,93,0.0
1990,2414,La boutique de la solidarité de Bagnolet,0.0,93,0.0
1989,2413,Permanence LDH-RESF - Le Pré-Saint-Gervais,0.0,93,0.0
1988,2412,Collectif des Sans Papiers de Livry Gargan,0.0,93,0.0
1987,2411,Permanence RESF Pré Saint Gervais,0.0,93,0.0
1956,2378,La maison de quartier Marcel Paul,0.0,93,0.0
1957,2379,Maison de quartier Rougemont,0.0,93,0.0
1958,2380,Caisse Primaire d'Assurance Maladie (CPAM),0.0,93,0.0
1960,2382,Maison des femmes Thérèse Clerc,0.0,93,0.0
1962,2384,MJD La Courneuve,0.0,93,0.0
1963,2385,Sol en Si,0.0,93,0.0
1965,2387,Plateforme Réussite,0.0,93,0.0
1966,2388,Plateforme d'orientation linguistique et d'accès à l'emploi (LE POLE) La Courneuve,0.0,93,0.0
1970,2392,Solidarité et Jalons pour le travail - Bobigny,0.0,93,0.0
1971,2393,Upromi,0.0,93,0.0
1972,2394,Une Oasis dans la ville – Autour de vous,0.0,93,0.0
1975,2397,Espace Henri Grouès Abbé Pierre,0.0,93,0.0
1976,2399,L'avocat vous reçoit - consultation juridique,0.0,93,0.0
1977,2400,Association familiale des gens du voyage d’Ile de France (AFGDVIF),0.0,93,0.0
1978,2402,Service Social Municipal de Bagnolet,0.0,93,0.0
1981,2405,Circonscription Municipale de Service Social - Le Blanc-Mesnil,0.0,93,0.0
1983,2407,Circonscription Municipale de Service Social - Pantin,0.0,93,0.0
1985,2409,Service social de polyvalence municipal - Saint-Denis,0.0,93,0.0
1986,2410,La Maison des Femmes,0.0,93,0.0
1885,2305,CCAS de Drancy,0.0,93,0.0
1882,2302,MIssion Locale,0.0,93,0.0
2018,2444,CCAS de Aulnay-Sous-Bois,0.0,93,0.0
1792,2209,CIO Montrouge,0.0,92,0.0
1781,2198,Ville de Gennevilliers - CMS ,0.0,92,0.0
1782,2199,Ville de Levallois-Perret,0.0,92,0.0
1784,2201,Maison de quartier Pierre-Valette Malakoff,0.0,92,0.0
1786,2203,Ville de Malakoff - Médiathèque ,0.0,92,0.0
1787,2204,Maison de quartier Henri Barbusse Malakoff,0.0,92,0.0
1788,2205,Ville de Malakoff - CMS et CPEF,0.0,92,0.0
1789,2206,Ville de Montrouge,0.0,92,0.0
1790,2207,Permanence avocats Montrouge,0.0,92,0.0
1791,2208,Cours adultes Montrouge,0.0,92,0.0
1793,2210,Ville de Montrouge - Pôle Santé Solidarité,0.0,92,0.0
1779,2196,Ville de Gennevilliers - CSC Grésillons ,0.0,92,0.0
1794,2211,Ville de Puteaux,0.0,92,0.0
1795,2212,Maison du droit et de la famille Puteaux,0.0,92,0.0
1797,2214,Direction de la coéhsion sociale et du CCAS Sèvres,0.0,92,0.0
1799,2216,Ville de Suresnes,0.0,92,0.0
1800,2217,Maison pour la vie citoyenne et Point d'accès au droit Suresnes,0.0,92,0.0
1802,2219,Ville de Vanves,0.0,92,0.0
1803,2220,Ville de Vanves - CSC l'ESCAL,0.0,92,0.0
1806,2223,Département des Hauts-de-Seine – Institut des Hauts-de-Seine,0.0,92,0.0
1808,2225,ASTI Colombes,0.0,92,0.0
1780,2197,PMI Gennevilliers,0.0,92,0.0
1778,2195,Ville de Gennevilliers,0.0,92,0.0
1881,2301,PAD Livry-Gargan,0.0,93,0.0
1765,2182,Planning Familial,0.0,92,0.0
1755,2172,Association pour le Vivre Ensemble,0.0,92,0.0
1756,2173,Ville d'Antony - CSC,0.0,92,0.0
1757,2174,Le Café Chrétien,0.0,92,0.0
1758,2175,Mon épicerie - Nanterre,0.0,92,0.0
1759,2176,Institut Franco-Britanique,0.0,92,0.0
1760,2177,Association Passerelle Insertion 92 (API92),0.0,92,0.0
1761,2178,Ville d'Asnières - CMS Mourinoux,0.0,92,0.0
1762,2179,Ville de Châtillon - CMS Simone Veil,0.0,92,0.0
1763,2180,Centre d'action sociale protestant (CASP),0.0,92,0.0
1767,2184,Hôpital Antoine Béclère AP-HP,0.0,92,0.0
1777,2194,Permanence CIDFF de Colombes - CSC Fossés Jean,0.0,92,0.0
1768,2185,Hôpital Corentin Celton AP-HP,0.0,92,0.0
1769,2186,Ville de Bagneux - CPEF du CMS Louis-Pasteur,0.0,92,0.0
1770,2187,Hôpital Beaujon - AP-HP,0.0,92,0.0
1771,2188,CPEF de l'Hôpital Corentin Celton,0.0,92,0.0
1772,2189,Pôle Emploi,0.0,92,0.0
1773,2190,Université Paris Nanterre,0.0,92,0.0
1774,2191,Ville de Fontenay-aux-Roses - CPEF du CMS Simone Veil,0.0,92,0.0
1775,2192,CIDFF Hauts-de-Seine Sud,0.0,92,0.0
1776,2193,CIDFF Hauts-de-Seine Nord,0.0,92,0.0
1810,2227,ASTI Sèvres,0.0,92,0.0
1812,2229,GERMAE Le Plessis Robinson,0.0,92,0.0
1815,2232,Ardeur Levallois,0.0,92,0.0
1862,2282,Emmaüs Coup de Main 93,0.0,93,0.0
1847,2267,Ville de Courbevoie - Espace Santé Jeune Simone Veil,0.0,92,0.0
1849,2269,Hors la rue,0.0,93,0.0
1851,2271,CAARUD Aurore,0.0,93,0.0
1852,2272,CAARUD Yucca,0.0,93,0.0
1855,2275,Unité Locale Bobigny Aubervilliers La Courneuve Stains - Croix Rouge Française,0.0,93,0.0
1856,2276,Unité Locale Bondy Villemomble - Croix Rouge Française,0.0,93,0.0
1857,2277,Unité Locale Aéroport du Bourget - Croix Rouge française,0.0,93,0.0
1858,2278,Unité Locale Pantin Le Pré-Saint-Gervais - Croix Rouge Française,0.0,93,0.0
1860,2280,Unité Locale de l'Ourcq - Croix Rouge française,0.0,93,0.0
1863,2283,Neuilly Emmaüs Avenir,0.0,93,0.0
1817,2235,Médiathèque de Meudon,0.0,92,0.0
1865,2285,Association Ikambere,0.0,93,0.0
1869,2289,SOS Victimes 93,0.0,93,0.0
1870,2290,Maison de la Justice et du Droit,0.0,93,0.0
1872,2292,Association santé Bien-être,0.0,93,0.0
1874,2294,Point d'Accès aux Droits PSG,0.0,93,0.0
1877,2297,Hôpital Jean Verdier,0.0,93,0.0
1878,2298,Plaine Commune - Maisons de l'Emploi,0.0,93,0.0
1879,2299,CSAPA La Mosaïque,0.0,93,0.0
1880,2300,Hôpital André Grégoire,0.0,93,0.0
1846,2266,Ville de Colombes - Espace Santé Jeunes,0.0,92,0.0
1845,2265,Ville de Boulogne - Espace landowski,0.0,92,0.0
1844,2264,Ville de Gennevilliers - Espace Aimé Césaire,0.0,92,0.0
1842,2262, Conseil général des Hauts-de-Seine,0.0,92,0.0
1818,2236,Ville de Meudon - PAD,0.0,92,0.0
1819,2237,Service Etat Civile Meudon,0.0,92,0.0
1820,2238,Ville de Meudon,0.0,92,0.0
1821,2239,Avant Seine Meudon,0.0,92,0.0
1823,2241,Club informatique Meudon,0.0,92,0.0
1824,2242,Entraide Eglise Réformée de Neuilly,0.0,92,0.0
1825,2243,Églises Entraide Eglise Réformée,0.0,92,0.0
1826,2244,Club relais Malakoff,0.0,92,0.0
1827,2245,Active Faraide Sèvres,0.0,92,0.0
1829,2247,Réseau éducation sans frontières,0.0,92,0.0
1830,2248,Réseau éducation sans frontières Nanterre,0.0,92,0.0
1831,2249,Réseau éducation sans frontières Nanterre Clamart,0.0,92,0.0
1832,2250,Ville de Rueil-Malmaison ,0.0,92,0.0
1833,2251,La Boussole Rueil Malmaison,0.0,92,0.0
1834,2252,PMI l'Arche Rueil-Malmaison,0.0,92,0.0
1835,2253,Maison du droit de Boulogne,0.0,92,0.0
1836,2256,Groupe Hospitalier Paul Guiraud,0.0,92,0.0
1837,2257,Info Mairie des Blagis Sceaux,0.0,92,0.0
1841,2261,Ville de Plessis-Robinson - CMS ,0.0,92,0.0
2017,2443,CCAS de Coubron,0.0,93,0.0
2019,2445,CCAS de Bagnolet,0.0,93,0.0
1218,1536,Ville de Paris | Bibliothèque Des Conservatoires De La Ville De Paris (Bcvp),0.0,75,0.0
2188,2622,Association ASPIR,0.0,94,0.0
2177,2608,Ville de Pantin,0.0,93,0.0
2178,2609,Maison de quartier Pierre Sémard,0.0,93,0.0
2180,2611,PASS  de l'Hôpital Henri-Mondor,0.0,94,0.0
2182,2614,Femmes Solidaires 94,0.0,94,0.0
2183,2615,S.O.S. Femmes,0.0,94,0.0
2184,2618,Impact Formation,0.0,94,0.0
2185,2619,Première Urgence Internationale,0.0,94,0.0
2186,2620,Ville de Sucy-en-Brie,0.0,94,0.0
2187,2621,ALIZEP,0.0,94,0.0
2189,2623,Mouvement Français pour le Planning Familial,0.0,94,0.0
2175,2606,CCAS de Villetaneuse,0.0,93,0.0
2190,2624,Association La Compagnie des parents,0.0,94,0.0
2191,2625,Association Les Femmes Relais Médiatrices Interculturelles de Champigny-sur-Marne,0.0,94,0.0
2192,2626,Association IFAFE (Initiatives des Femmes Africaines de France et d’Europe),0.0,94,0.0
2193,2627,Fontaine à mots,0.0,94,0.0
2194,2628,Atout Majeur,0.0,94,0.0
2196,2630,Association du quartier de la Gare,0.0,94,0.0
2198,2632,CCAS d'Ablon-sur-Seine,0.0,94,0.0
2199,2633,Centre social GermaineTillion,0.0,94,0.0
2200,2634,Centre Social Municipal Espace Langevin - Choisy-le-Roi,0.0,94,0.0
2176,2607,Unité locale de Bagnolet / Les Lilas,0.0,93,0.0
2172,2603,Maison de l'emploi de Bagnolet,0.0,93,0.0
2142,2573,Maison pour tous Youri Gagarine,0.0,93,0.0
2155,2586,Centre Municipal de Santé Henri Tauleigne,0.0,93,0.0
2144,2575,Centre Municipal de Santé des Bois de Groslay,0.0,93,0.0
2145,2576,Centre Municipal de Santé Corentin Celton,0.0,93,0.0
2146,2577,Centre Municipal de Santé Pierre Sémard,0.0,93,0.0
2149,2580,Centre Municipal de Santé Bauer,0.0,93,0.0
2150,2581,Centre Municipal de Santé Henri Barbusse,0.0,93,0.0
2151,2582,Centre Municipal de Santé Henri Barbusse,0.0,93,0.0
2152,2583,SMJ Noisy-le-Sec,0.0,93,0.0
2153,2584,Maison de quartier Brassens,0.0,93,0.0
2154,2585,Maison de quartier Sohane,0.0,93,0.0
2156,2587,Centre Municipal de Santé Léo Lagrange,0.0,93,0.0
2166,2597,Bibliothèques de Pantin,0.0,93,0.0
2157,2588,Centre Municipal de Santé Daniel Renoult,0.0,93,0.0
2158,2589,Centre médico-psycho-pédagogique (CMPP) - Romainville,0.0,93,0.0
2159,2590,Centre Municipal de Santé Fernand Lamaze,0.0,93,0.0
2160,2591,Centre Municipal de Santé Ténine,0.0,93,0.0
2161,2592,Centre Municipal de Santé Sainte-Marguerite,0.0,93,0.0
2162,2593,Plaine Commune - Médiathèques,0.0,93,0.0
2163,2594,Département de la Seine-Saint-Denis - PMI,0.0,93,0.0
2164,2595,Maison de l'Emploi de Pantin,0.0,93,0.0
2165,2596,Bibliothèques de Montreuil ,0.0,93,0.0
2201,2635,Centre Social Municipal Michel Catonné,0.0,94,0.0
2202,2636,Centre Socioculturel Kennedy Creteil,0.0,94,0.0
2203,2637,Centre Socioculturel La Lutèce,0.0,94,0.0
2253,2688,Collectif Ivryen de Vigilance contre le Racisme,0.0,94,0.0
2240,2675,Mouvement pour la réinsertion sociale (MRS) 94,0.0,94,0.0
2243,2678,L'Etape Ivryenne,0.0,94,0.0
2244,2679,BAAM / Maison de la citoyenneté Jean Jacques Rousseau,0.0,94,0.0
2245,2680,RESF,0.0,94,0.0
2246,2681,Association Citoyenneté,0.0,94,0.0
2247,2682,entraide solidarité,0.0,94,0.0
2249,2684,Association Fontenay pour la diversité,0.0,94,0.0
2250,2685,Collectif antiraciste de L’Haÿ les Roses,0.0,94,0.0
2251,2686,Centre Municipal de Santé Calmette - Orly,0.0,94,0.0
2254,2689,Ville de l'haÿ les roses,0.0,94,0.0
2204,2638,AGAESCC - Centre socioculturel La plaine,0.0,94,0.0
2255,2691,Ville de Villejuif - Direction Santé,0.0,94,0.0
2256,2692,Ville de Kremlin-Bicêtre,0.0,94,0.0
2257,2693,Ville du Kremlin-Bicêtre,0.0,94,0.0
2260,2696,Ville de Villeneuve-saint-georges,0.0,94,0.0
2262,2699,Ville de Vincennes,0.0,94,0.0
2265,2702,Mairie d'Arcueil,0.0,94,0.0
2267,2704,Mairie de Boissy-Saint-Léger,0.0,94,0.0
2268,2705,Mairie de Bry-sur-Marne,0.0,94,0.0
2269,2706,Mairie de Cachan,0.0,94,0.0
2238,2673,Tremplin Jeunes,0.0,94,0.0
2237,2672,Conférence Saint Saturnin - Société Saint-Vincent de Paul,0.0,94,0.0
2236,2671,Fondation Abbé Pierre,0.0,94,0.0
2235,2670,CIDFF Val-de-Marne,0.0,94,0.0
2205,2639,Centre Socioculturel Municipal de Villiers-sur-Marne,0.0,94,0.0
2208,2642,Le Forum,0.0,94,0.0
2209,2643,Club Léo Lagrange,0.0,94,0.0
2210,2644,Cours Municipaux - Alfortville,0.0,94,0.0
2212,2646,Cours Municipaux de la ville de Fresnes,0.0,94,0.0
2213,2647,"Crèche associative eveil, parents, enfants",0.0,94,0.0
2217,2651,Les Ateliers de BALOU,0.0,94,0.0
2218,2652,Le Co-pain,0.0,94,0.0
2219,2654,Le ColiBry’,0.0,94,0.0
2220,2655,Le Panier Solidaire,0.0,94,0.0
2221,2656,Le grain de sel,0.0,94,0.0
2222,2657,Association Elles Aussi,0.0,94,0.0
2223,2658,La Court'échelle,0.0,94,0.0
2224,2659,SOL’épi,0.0,94,0.0
2225,2660,Association Le coup de pouce,0.0,94,0.0
2227,2662,Maison des associations de Sucy en Brie,0.0,94,0.0
2228,2663,Terre'anoe,0.0,94,0.0
2230,2665,Maison de la famille,0.0,94,0.0
2231,2666,Maison de la Solidarité,0.0,94,0.0
2143,2574,Association Aurore - EDI l'Odyssée,0.0,93,0.0
2141,2572,Maison pour tous Césaria Evora,0.0,93,0.0
2020,2446,CCAS de Bobigny,0.0,93,0.0
2063,2489,Emmaüs Connect Saint-Denis,0.0,93,0.0
2048,2474,Centre Social Albatros,0.0,93,0.0
2049,2475,Permanence RESF Aulnay-sous-Bois,0.0,93,0.0
2050,2476,Maison de Justice et du Droit de Saint-Denis,0.0,93,0.0
2051,2477,Centre Municipal de Santé Docteur Pesqué,0.0,93,0.0
2052,2478,Centre Municipal de Santé Balagny,0.0,93,0.0
2053,2479,Centre Municipal de Santé Salvador-Allende,0.0,93,0.0
2059,2485,Association Kâli,0.0,93,0.0
2061,2487,PIMMS Noisy-le-Grand,0.0,93,0.0
2062,2488,Maison du Droit de Noisy-le-Grand,0.0,93,0.0
2064,2490,Association Aurore - EDI S’Passe 24,0.0,93,0.0
2046,2472,CCAS de Villepinte,0.0,93,0.0
2065,2491,CASP,0.0,93,0.0
2066,2492,CMS des Lilas,0.0,93,0.0
2068,2494,Wake up Café (WKF),0.0,93,0.0
2069,2495,Maison du bébé,0.0,93,0.0
2070,2496,Centre Polyvalent de Santé Aimé Césaire,0.0,93,0.0
2071,2497,Centre Municipal de Santé Henri Wallon,0.0,93,0.0
2072,2498,Centre Municipal de Santé de Dugny,0.0,93,0.0
2073,2499,Maison de Quartier du Landy,0.0,93,0.0
2074,2500,Centre Municipal de Santé Fernand Goulène,0.0,93,0.0
2047,2473,Récup'Solidaire,0.0,93,0.0
2045,2471,CCAS de Villemomble,0.0,93,0.0
2139,2570,Centre municipal d’éducation pour la santé Louis Pasteur,0.0,93,0.0
2031,2457,CCAS de Livry-Gargan,0.0,93,0.0
2021,2447,Centre Social Arc-en-Ciel,0.0,93,0.0
2022,2448,CCAS de Epinay-sur-Seine,0.0,93,0.0
2023,2449,CCAS de Gagny,0.0,93,0.0
2025,2451,CCAS de La Courneuve,0.0,93,0.0
2026,2452,CCAS de Le Blanc-Mesnil,0.0,93,0.0
2027,2453,CCAS de Le Bourget,0.0,93,0.0
2028,2454,CCAS de L’Ile Saint Denis,0.0,93,0.0
2029,2455,CCAS de Le Raincy,0.0,93,0.0
2030,2456,CCAS de Les Pavillons-sous-Bois,0.0,93,0.0
2032,2458,CCAS de Montfermeil,0.0,93,0.0
2044,2470,CCAS de Vaujours,0.0,93,0.0
2034,2460,CCAS de Neuilly Plaisance,0.0,93,0.0
2035,2461,CCAS de Neuilly-sur-marne,0.0,93,0.0
2036,2462,CCAS de Noisy le Grand,0.0,93,0.0
2037,2463,CCAS de Pantin,0.0,93,0.0
2038,2464,CCAS de Pierrefitte-sur-Seine,0.0,93,0.0
2040,2466,CCAS de Rosny-sous-Bois,0.0,93,0.0
2041,2467,CCAS de Sevran,0.0,93,0.0
2042,2468,CCAS de Stains,0.0,93,0.0
2043,2469,CCAS de Tremblay-en-France,0.0,93,0.0
2075,2501,Point Accueil Prévention Santé (PAPS),0.0,93,0.0
2077,2503,Maison de quartier Balavoine,0.0,93,0.0
2079,2505,Pôle Emploi Seine-Saint-Denis,0.0,93,0.0
2126,2557,PIMMS de Sevran,0.0,93,0.0
2113,2540,Service Social d'Aubervilliers,0.0,93,0.0
2116,2543,La Fabrique de Santé Madeleine Brès,0.0,93,0.0
2118,2545,Salle de quartier Cochennec,0.0,93,0.0
2119,2546,Salle de quartier Centre-ville,0.0,93,0.0
2120,2547,Maison Pour Tous Berty Albrecht,0.0,93,0.0
2122,2549,Permanence juridique de l'Hôtel de Ville,0.0,93,0.0
2123,2550,Maison de quartier Romain Rolland,0.0,93,0.0
2124,2551,Maison de quartier de La Plaine,0.0,93,0.0
2125,2553,Maison des Parents,0.0,93,0.0
2127,2558,Centre Municipal de Santé,0.0,93,0.0
2081,2507,La Recyclerie de la Noue,0.0,93,0.0
2128,2559,La Boutique Solidaire,0.0,93,0.0
2129,2560,CCAS de Saint-Denis,0.0,93,0.0
2131,2562,Permanence RESF Montreuil,0.0,93,0.0
2132,2563,Permanence RESF Noisy-le-Sec,0.0,93,0.0
2133,2564,Permanence RESF Saint Denis / Saint Ouen,0.0,93,0.0
2134,2565,CCAS de Saint-Ouen,0.0,93,0.0
2135,2566,CCAS de Dugny,0.0,93,0.0
2136,2567,Permanence RESF Bagnolet,0.0,93,0.0
2137,2568,Permanence RESF Epinay-sur-Seine,0.0,93,0.0
2112,2539,Centre médico-psycho-pédagogique (CMPP) - Bagnolet,0.0,93,0.0
2111,2537,Centre Municipal de Santé Elsa Rustin,0.0,93,0.0
2110,2536,Centre Social et Culturel Les Coutures,0.0,93,0.0
2109,2535,CMS Gagny,0.0,93,0.0
2082,2508,Centre Municipal de Santé Savattero,0.0,93,0.0
2083,2509,Collectif Le Pont CommUn,0.0,93,0.0
2084,2510,Bibliothèques d'Aulnay-sous-Bois,0.0,93,0.0
2086,2512,Centre Municipal de Santé ,0.0,93,0.0
2087,2513,Centre Médico-Social Paul Schmierer,0.0,93,0.0
2088,2514,Centre Municipal de Santé Louise Michel,0.0,93,0.0
2089,2515,Centre Municipal de Santé Pierre Rouquès,0.0,93,0.0
2091,2517,Service Prévention Santé ,0.0,93,0.0
2092,2518,Centre Municipal de Santé du Bourget,0.0,93,0.0
2093,2519,Centre Municipal de Santé des Pavillons-so,0.0,93,0.0
2094,2520,Centre Municipal de Santé Cornet,0.0,93,0.0
2095,2521,Centre Municipal de Santé Pierre f,0.0,93,0.0
2096,2522,Centre Municipal de Santé Marcel Hanra,0.0,93,0.0
2097,2523,Centre Municipal de Santé Simone Veil,0.0,93,0.0
2100,2526,Association 7dreams Saint-Denis,0.0,93,0.0
2101,2527,La Sauvegarde 93,0.0,93,0.0
2105,2531,Auber Sans la Peur,0.0,93,0.0
2106,2532,Université Paris 8,0.0,93,0.0
2107,2533,Août Secours Alimentaire,0.0,93,0.0
1754,2171,Entraide,0.0,92,0.0
1753,2170,Nouvelles Voies,0.0,92,0.0
1752,2169,La seine musicale,0.0,92,0.0
1386,1742,Mairie de Juziers,0.0,78,0.0
1376,1732,Ville de Saint-Martin-la-Garenne,0.0,78,0.0
1377,1733,Mairie d'Aubergenville,0.0,78,0.0
1378,1734,Mairie de Aulnay sur Mauldre,0.0,78,0.0
1379,1735,Mairie de Bazemont,0.0,78,0.0
1381,1737,Mairie d'Ecquevilly,0.0,78,0.0
1382,1738,Mairie d’Epône,0.0,78,0.0
1383,1739,Mairie de Flins sur Seine,0.0,78,0.0
1384,1740,Mairie d'Hardricourt,0.0,78,0.0
1385,1741,Ville de Jambville,0.0,78,0.0
1387,1743,Mairie de Mareil sur Mauldre,0.0,78,0.0
1374,1730,Mairie d'Issou,0.0,78,0.0
1388,1744,Mairie de Maule,0.0,78,0.0
1389,1745,Mairie de Mezières sur Seine,0.0,78,0.0
1390,1746,Ville de Oinville - bibliothèque,0.0,78,0.0
1391,1747,Mairie Les Alluets-le-Roi,0.0,78,0.0
1392,1748,Mairie d'Andrésy,0.0,78,0.0
1393,1749,Mairie de Conflans,0.0,78,0.0
1394,1750,Mairie de Maurecourt,0.0,78,0.0
1395,1751,Mairie de Triel sur Seine,0.0,78,0.0
1396,1752,Mairie de Carrières-sous-Poissy,0.0,78,0.0
1375,1731,Mairie de Porcheville,0.0,78,0.0
1373,1729,Mairie de Gargenville,0.0,78,0.0
1349,1702,Consultations thérapie du couple et de la famille,0.0,78,0.0
1360,1716,Mairie de  Dammartin en Serve,0.0,78,0.0
1351,1704,FAM,0.0,78,0.0
1352,1706,Mairie de Verneuil sur seine,0.0,78,0.0
1353,1708,Mairie d'Achères,0.0,78,0.0
1354,1709,Ville de Chanteloup-les-vignes,0.0,78,0.0
1355,1711,Association le Sémaphore,0.0,78,0.0
1356,1712,Ville d'Andelu,0.0,78,0.0
1357,1713,Ville d'Arnouville-lès-Mantes,0.0,78,0.0
1358,1714,Mairie de bennecourt,0.0,78,0.0
1359,1715,Mairie de Bonnières-sur-Seine,0.0,78,0.0
1361,1717,Mairie de Freneuse,0.0,78,0.0
1372,1728,Mairie  de Fontenay St Père,0.0,78,0.0
1362,1718,Mairie de Gommecourt,0.0,78,0.0
1363,1719,Mairie de Guerville,0.0,78,0.0
1364,1720,Mairie de Jumeauville,0.0,78,0.0
1365,1721,Mairie de Magnanville,0.0,78,0.0
1366,1722,Mairie de Moisson,0.0,78,0.0
1367,1723,Mairie de Rosny sur Seine,0.0,78,0.0
1369,1725,Marie de septeuil,0.0,78,0.0
1370,1726,La CAMY,0.0,78,0.0
1371,1727,Mairie de Follainville-Dennemont,0.0,78,0.0
1397,1753,Mairie de Medan,0.0,78,0.0
1399,1755,Mairie de Chambourcy,0.0,78,0.0
1401,1757,FRES,0.0,78,0.0
1452,1809,Mairie de Magny-les-Hameaux,0.0,78,0.0
1438,1795,Hôpital d'Houdan,0.0,78,0.0
1442,1799,Mairie de Beynes,0.0,78,0.0
1443,1800,Mairie de Saint-Nom-la-Bretêche,0.0,78,0.0
1445,1802,Mairie de Noisy-le-Roi,0.0,78,0.0
1446,1803,Mairie de Buc,0.0,78,0.0
1448,1805,Mairie des Loges-en-Josas,0.0,78,0.0
1449,1806,Mairie de Viroflay,0.0,78,0.0
1450,1807,Mairie d'Elancourt,0.0,78,0.0
1451,1808,Mairie de Guyancourt,0.0,78,0.0
1453,1810,Mairie de Montigny-le-Bretonneux,0.0,78,0.0
1402,1758,Mairie Le Pecq,0.0,78,0.0
1456,1813,Association Rencontres pour l'Egalité d'Accès à l'Emploi,0.0,78,0.0
1457,1814,Mairie de Neauphle-le-Chateau,0.0,78,0.0
1458,1815,Centre Hospitalier de Versailles - PASS,0.0,78,0.0
1459,1816,Mission Locale Intercommunale de Versailles,0.0,78,0.0
1460,1817,Balisky (Boutique alimentaire de Saint-Quentin-en-Yvelines),0.0,78,0.0
1461,1818,Mairie du Perray,0.0,78,0.0
1462,1819,Mairie de Saint-Rémy-lès-Chevreuse,0.0,78,0.0
1463,1820,Mairie de Bois d'Arcy,0.0,78,0.0
1464,1821,Mairie de Jouy-en-Josas,0.0,78,0.0
1435,1792,Association VIVRE,0.0,78,0.0
1434,1791,Mairie de Villennes-sur-Seine,0.0,78,0.0
1433,1790,Mairie de Villepreux,0.0,78,0.0
1432,1789,Communauté d'agglomération de Saint-Quentin-en-Yvelines,0.0,78,0.0
1403,1759,Mairie de Bougival,0.0,78,0.0
1404,1760,Mairie de l'étang la ville,0.0,78,0.0
1405,1761,Mairie de Maisons-Laffitte,0.0,78,0.0
1406,1762,Mairie de Marly le Roi,0.0,78,0.0
1407,1763,Mairie de Mesnil de Roi,0.0,78,0.0
1408,1764,Mairie Le Port Marly,0.0,78,0.0
1409,1765,Mairie de Houilles,0.0,78,0.0
1410,1766,Mairie de Sartrouville,0.0,78,0.0
1413,1769,Mairie Le Vésinet,0.0,78,0.0
1414,1770,Mairie de Montesson,0.0,78,0.0
1415,1771,Mairie de Crespières,0.0,78,0.0
1416,1772,Ville de Crespières,0.0,78,0.0
1417,1773,ASCAM,0.0,78,0.0
1419,1775,Mairie des Mureaux,0.0,78,0.0
1420,1776,Mairie de Morainvilliers-Bures,0.0,78,0.0
1421,1777,Bibliothèque ville de Bures,0.0,78,0.0
1422,1778,Mairie de Tessancourt-sur-Aubette,0.0,78,0.0
1424,1780,Ville de Vaux sur Seine,0.0,78,0.0
1425,1781,Mairie de Vernouillet,0.0,78,0.0
1350,1703,Fondation Leopold Bellan - SAVS,0.0,78,0.0
1348,1701,Fondation des amis de l'atelier,0.0,78,0.0
1751,2168,Association Colombes sans Frontières,0.0,92,0.0
1262,1591,Ville de Paris | Point d'Accès au Droit (PAD) 20,0.0,75,0.0
1250,1568,Ville de Paris | Bibliothèque Violette Leduc,0.0,75,0.0
1251,1569,Ville de Paris | Bibliothèques,0.0,75,0.0
1252,1570,Ville de Paris | Centre de Santé Dentaire de la Porte-Montmartre,0.0,75,0.0
1253,1571,Ville de Paris | Espace Parisien pour l'Insertion (EPI) du 10ème,0.0,75,0.0
1256,1581,Ville de Paris | Médiathèque Hélène Berr,0.0,75,0.0
1258,1583,Ville de Paris | Médiathèque Marguerite Yourcenar,0.0,75,0.0
1259,1584,Ville de Paris | Médiathèque Musicale De Paris (MMP),0.0,75,0.0
1260,1586,Ville de Paris | PMI,0.0,75,0.0
1261,1587,Ville de Paris | Point d'Accès au Droit (PAD) 13,0.0,75,0.0
1263,1593,Voyage au bout de la 11,0.0,75,0.0
1246,1564,Ville de Paris | Bibliothèque Saint-Simon,0.0,75,0.0
1265,1597,Association La Boutique Familiale,0.0,78,0.0
1266,1598,CADI,0.0,78,0.0
1267,1599,La Cimade,0.0,78,0.0
1268,1601,AMD Yvelines (Aide Matérielle aux Personnes en Difficulté dans les Yvelines),0.0,78,0.0
1269,1605,L'Escale,0.0,78,0.0
1271,1609,Maison de la Justice et du Droit Val de Seine,0.0,78,0.0
1272,1610,Ville de Mantes-la-Jolie,0.0,78,0.0
